filename,title,url,equipment,fitness_goal,workout_type,gender,training_level,days_per_week
workouts__4-week-v-cuts-abs-workout__c7d0d20db7.html,4 Week “V Cuts Abs” Workout Routine,https://www.muscleandstrength.com/workouts/4-week-v-cuts-abs-workout,fully equipped gym,fat loss,split,both,intermediate,4
workouts__6-week-workout-program-to-build-lean-muscle__e788f04bcd.html,6 Week Workout Program to Build Lean Muscle,https://www.muscleandstrength.com/workouts/6-week-workout-program-to-build-lean-muscle,fully equipped gym,muscle building,split,both,intermediate,4
workouts__7-intermediate-4-day-split-workout.html__4f4fbd87d1.html,Intermediate 4 Day Split Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/7-intermediate-4-day-split-workout.html,fully equipped gym,muscle building,single muscle group,both,intermediate,4
workouts__8-week-bench-press-builder__8b3d4a4d7a.html,8 Week Bench Press Builder | Muscle & Strength,https://www.muscleandstrength.com/workouts/8-week-bench-press-builder,home / small gym,strength,single muscle group,both,intermediate,4
workouts__8-week-chest-back-workout-routine__7c70141a56.html,8 Week Chest And Back Specialization Workout Routine | Muscle & Strength,https://www.muscleandstrength.com/workouts/8-week-chest-back-workout-routine,fully equipped gym,muscle building,split,both,beginner,4
workouts__8-week-hypertrophy-workout__2b75088809.html,8 Week Mass Building Hypertrophy Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/8-week-hypertrophy-workout,fully equipped gym,muscle building,split,both,intermediate,4
workouts__8-week-mass-building-workout-for-beginners__f4835a234f.html,8 Week Mass Building Workout for Beginners | Muscle & Strength,https://www.muscleandstrength.com/workouts/8-week-mass-building-workout-for-beginners,fully equipped gym,muscle building,split,both,beginner,4
workouts__8-week-womens-beginner-fat-loss-workout__216790d6ad.html,8 Week Beginner Fat Loss Workout for Women | Muscle & Strength,https://www.muscleandstrength.com/workouts/8-week-womens-beginner-fat-loss-workout,fully equipped gym,fat loss,split,women,beginner,4
workouts__8-week-womens-workout-routine__b4cefa79d3.html,Women’s Workout Routine: 8 Week Sample Workout for Women,https://www.muscleandstrength.com/workouts/8-week-womens-workout-routine,fully equipped gym,muscle building,split,women,beginner,4
workouts__8-x-8-workout-lean-muscle__29280451d7.html,8x8 Workout: Lean Muscle Gainz Workout,https://www.muscleandstrength.com/workouts/8-x-8-workout-lean-muscle,fully equipped gym,muscle building,split,both,intermediate,4
workouts__9-6-3-workout-system-muscle-size-strength__3c8e8c34d8.html,963 Workout System For Muscle Size And Strength | Muscle & Strength,https://www.muscleandstrength.com/workouts/9-6-3-workout-system-muscle-size-strength,fully equipped gym,muscle building,split,both,beginner,4
workouts__advanced-muscle-building-workout-for-women__de0b9368aa.html,8-Week Advanced Muscle Building Workout for Women | Muscle & Strength,https://www.muscleandstrength.com/workouts/advanced-muscle-building-workout-for-women,fully equipped gym,muscle building,split,women,advanced,4
workouts__animal-instincts-kurt-weidner-4-day-split-workout.html__5b01b8dad3.html,Animal Instincts - The Kurt Weidner 4 Day Split Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/animal-instincts-kurt-weidner-4-day-split-workout.html,fully equipped gym,muscle building,split,both,intermediate,4
workouts__anti-hero-training-plan-big-brutal-muscle__6d14b9ee46.html,"The Anti-Hero Training Plan: Build Big, Brutal Muscle & Strength | Muscle & Strength",https://www.muscleandstrength.com/workouts/anti-hero-training-plan-big-brutal-muscle,home / small gym,muscle building,split,both,beginner,4
workouts__at-home-glute-building-program__dee9f5961c.html,4-Day At-Home Glute Building Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/at-home-glute-building-program,home / small gym,muscle building,split,both,beginner,4
workouts__batman-workout-routine__a1c7c11d96.html,Batman Workout Routine: 14 Week Superhero Workout,https://www.muscleandstrength.com/workouts/batman-workout-routine,fully equipped gym,muscle building,split,both,intermediate,4
workouts__beat-the-crowded-gym-workout-program__555e41b242.html,Beat the Crowd: 4 Day Workout You Can Do in a Crowded Gym,https://www.muscleandstrength.com/workouts/beat-the-crowded-gym-workout-program,fully equipped gym,fat loss,split,both,intermediate,4
workouts__beginner-fat-loss-workout__c7c3560760.html,8 Week Fat Loss Workout for Beginners | Muscle & Strength,https://www.muscleandstrength.com/workouts/beginner-fat-loss-workout,fully equipped gym,fat loss,split,both,beginner,4
workouts__bench-most-dayz__68413a50d5.html,Bench Most Dayz: Increase Bench Press Workout,https://www.muscleandstrength.com/workouts/bench-most-dayz,home / small gym,strength,single muscle group,both,beginner,4
workouts__best-full-body-workout-routine-for-women__84bd2db6b4.html,The Best Full Body Workout Routine for Women,https://www.muscleandstrength.com/workouts/best-full-body-workout-routine-for-women,fully equipped gym,fat loss,full body,women,beginner,4
workouts__big-bold-brutal-muscle-building-workout__c2e2dfe213.html,"8 Week Big And Bold Workout: Simple, Brutal Muscle Building | Muscle & Strength",https://www.muscleandstrength.com/workouts/big-bold-brutal-muscle-building-workout,fully equipped gym,muscle building,split,men,intermediate,4
workouts__body-god-complete-bodyweight-muscle-building-plan__884d194b60.html,Body Like A God: A Complete Bodyweight Muscle Building Plan | Muscle & Strength,https://www.muscleandstrength.com/workouts/body-god-complete-bodyweight-muscle-building-plan,body weight,muscle building,full body,both,beginner,4
workouts__boost-your-bench-press__5faa636e24.html,Boost Your Bench Press: The Ultimate Workout Plan to Increase Strength and Power | Muscle & Strength,https://www.muscleandstrength.com/workouts/boost-your-bench-press,fully equipped gym,strength,full body,both,beginner,4
workouts__brutality-squat-deadlift-workout__e406b65ef3.html,Brutality: A Squat & Deadlift Centered Muscle Building Program | Muscle & Strength,https://www.muscleandstrength.com/workouts/brutality-squat-deadlift-workout,home / small gym,muscle building,split,both,intermediate,4
workouts__building-the-x-frame-10-week-workout__55e1774559.html,Building the X Frame: 10 Week Muscle Building Workout,https://www.muscleandstrength.com/workouts/building-the-x-frame-10-week-workout,fully equipped gym,muscle building,split,men,intermediate,4
workouts__bulldozer-training-4-day-mini-dozer-workout-split__6cef25b218.html,"Bulldozer Training 4 Day ""Mini-Dozer"" Workout Split | Muscle & Strength",https://www.muscleandstrength.com/workouts/bulldozer-training-4-day-mini-dozer-workout-split,fully equipped gym,muscle building,split,both,intermediate,4
workouts__bulldozer-training-4-day-workout-split__7488370108.html,Bulldozer Training 4 Day Workout Split | Muscle & Strength,https://www.muscleandstrength.com/workouts/bulldozer-training-4-day-workout-split,fully equipped gym,muscle building,split,both,intermediate,4
workouts__concrete-core-workouts__c686dc2c75.html,Concrete Core: 4 Core Workouts for Stronger Abs,https://www.muscleandstrength.com/workouts/concrete-core-workouts,home / small gym,strength,single muscle group,both,beginner,4
workouts__conjugate-system-beginner-powerlifting-workout-phase-1__795eece779.html,The Conjugate System: Phase 1 of the Beginner Powerlifting Workout,https://www.muscleandstrength.com/workouts/conjugate-system-beginner-powerlifting-workout-phase-1,fully equipped gym,strength,split,both,beginner,4
workouts__core-strength-blueprint-4__fc3db55ae3.html,MusclePharm's Core Strength Blueprint Workout v1.4 With Coach Myers,https://www.muscleandstrength.com/workouts/core-strength-blueprint-4,home / small gym,strength,full body,both,intermediate,4
workouts__cory-gregory-brick-soup-abs-routine__6c91e6c74a.html,"Cory Gregory's ""Make Your Own Brick Soup"" Ab Workout",https://www.muscleandstrength.com/workouts/cory-gregory-brick-soup-abs-routine,home / small gym,muscle building,single muscle group,both,beginner,4
workouts__daves-upper-lower-split.html__f492051820.html,Dave's Upper/ Lower Split (DULS) | Muscle & Strength,https://www.muscleandstrength.com/workouts/daves-upper-lower-split.html,fully equipped gym,muscle building,split,both,intermediate,4
workouts__daves-vif-mass-building-program.html__445a88529f.html,Dave's V.I.F Mass Building Program | Muscle & Strength,https://www.muscleandstrength.com/workouts/daves-vif-mass-building-program.html,fully equipped gym,muscle building,split,both,intermediate,4
workouts__density-training-fat-loss-cardio__de207f70e8.html,Density Training For Fat Loss: No Cardio Required | Muscle & Strength,https://www.muscleandstrength.com/workouts/density-training-fat-loss-cardio,home / small gym,fat loss,split,both,beginner,4
workouts__double-down-training-back-off-set__164397124a.html,Double Down Training: Back-Off Set Muscle Building | Muscle & Strength,https://www.muscleandstrength.com/workouts/double-down-training-back-off-set,fully equipped gym,muscle building,split,both,intermediate,4
workouts__dougs-4-day-split-workout.html__60ad88c144.html,Doug's 4 Day Split Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/dougs-4-day-split-workout.html,fully equipped gym,muscle building,split,both,intermediate,4
workouts__dougs-mass-building-routine-for-ectomorphs.html__e87ee570a8.html,Doug's Mass Building Routine for Ectomorphs | Muscle & Strength,https://www.muscleandstrength.com/workouts/dougs-mass-building-routine-for-ectomorphs.html,fully equipped gym,muscle building,split,both,intermediate,4
workouts__drop-5-home-workout-4-day-plan__364b99c9e6.html,Drop 5 System: 4 Day Home Muscle Building Plan | Muscle & Strength,https://www.muscleandstrength.com/workouts/drop-5-home-workout-4-day-plan,home / small gym,muscle building,split,both,intermediate,4
workouts__drop-5-system-4-day-workout__66ec3e096d.html,Drop 5 System: 4 Day Mass Building Workout Split | Muscle & Strength,https://www.muscleandstrength.com/workouts/drop-5-system-4-day-workout,fully equipped gym,muscle building,split,both,intermediate,4
workouts__dumbbell-only-upper-lower-workout-routine__534edde18b.html,4 Day Dumbbell Only Upper/Lower Workout Routine,https://www.muscleandstrength.com/workouts/dumbbell-only-upper-lower-workout-routine,home / small gym,muscle building,split,both,beginner,4
workouts__dup-muscle-growth-workout__b2460a20d4.html,Daily Undulating Periodization (DUP) Muscle Growth Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/dup-muscle-growth-workout,fully equipped gym,strength,split,both,intermediate,4
workouts__fast-4-beach-body-workout-college-student__0d76180d76.html,Fast 4: A Beach Body Workout Program For The College Student | Muscle & Strength,https://www.muscleandstrength.com/workouts/fast-4-beach-body-workout-college-student,fully equipped gym,muscle building,split,both,beginner,4
workouts__fast-furious-21-day-shredding-workout-diet__53cfec574e.html,Fast & Furious: 21 Day Shredding Workout Cycle And Diet | Muscle & Strength,https://www.muscleandstrength.com/workouts/fast-furious-21-day-shredding-workout-diet,fully equipped gym,fat loss,split,both,intermediate,4
workouts__fast-mass-program__0917d1cd99.html,Fast Mass Program: The 4 Day Superset Split Workout,https://www.muscleandstrength.com/workouts/fast-mass-program,fully equipped gym,muscle building,split,both,intermediate,4
workouts__fast-shred-program__e53af2381e.html,Fast Shred Program: 4 Day Compound Set Workout Split,https://www.muscleandstrength.com/workouts/fast-shred-program,fully equipped gym,fat loss,split,both,intermediate,4
workouts__field-manual-training-guide-limited-equipment__5c8518e064.html,Field Manual: A Training Guide For Those With Little Time & Equipment | Muscle & Strength,https://www.muscleandstrength.com/workouts/field-manual-training-guide-limited-equipment,home / small gym,muscle building,split,both,beginner,4
workouts__freshman-15-of-muscle-workout__549a38c769.html,The Freshman 15 of Muscle Workout Program,https://www.muscleandstrength.com/workouts/freshman-15-of-muscle-workout,fully equipped gym,muscle building,split,both,beginner,4
workouts__get-ripped-supersets-giant-sets__3ed7fa7587.html,Get Ripped With Supersets & Giant Sets | Muscle & Strength,https://www.muscleandstrength.com/workouts/get-ripped-supersets-giant-sets,fully equipped gym,fat loss,split,men,beginner,4
workouts__get-swole-5-phase-muscle-building-workout__e286066922.html,Get Swole: 5 Phase Muscle Building Workout System | Muscle & Strength,https://www.muscleandstrength.com/workouts/get-swole-5-phase-muscle-building-workout,fully equipped gym,muscle building,split,men,beginner,4
workouts__gordon-lavelles-short-intense-bodybuilding-training-system.html__8c691bb274.html,Gordon LaVelle's Short And Intense Bodybuilding Training System | Muscle & Strength,https://www.muscleandstrength.com/workouts/gordon-lavelles-short-intense-bodybuilding-training-system.html,fully equipped gym,muscle building,split,both,beginner,4
workouts__growing-strong-8-week-workout-for-intermediates__d358976e5c.html,Growing Strong: The Ultimate 8 Week Workout for Intermediates,https://www.muscleandstrength.com/workouts/growing-strong-8-week-workout-for-intermediates,fully equipped gym,muscle building,split,both,intermediate,4
workouts__himl-4-maximum-muscle-building-workout-system.html__cde78528f5.html,HIML-4 Maximum Muscle Building Workout System | Muscle & Strength,https://www.muscleandstrength.com/workouts/himl-4-maximum-muscle-building-workout-system.html,fully equipped gym,muscle building,split,men,intermediate,4
workouts__home-gym-barbell-workout-routine__e4f9e5d1f5.html,Home Or Gym Barbell Workout Routine | Muscle & Strength,https://www.muscleandstrength.com/workouts/home-gym-barbell-workout-routine,home / small gym,muscle building,split,both,beginner,4
workouts__intense-super-shred-40-minute-fat-blast__0aba7dae89.html,Intense Super Shred: 40 Minute Fat Blast Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/intense-super-shred-40-minute-fat-blast,home / small gym,fat loss,split,both,beginner,4
workouts__jai-courtney-workout-terminator-genisys__2a2bee8328.html,Jai Courtney Workout: How Jai Got Swole for Terminator: Genisys,https://www.muscleandstrength.com/workouts/jai-courtney-workout-terminator-genisys,home / small gym,fat loss,full body,men,beginner,4
workouts__jason-blaha-intermediate-strength-program__9d746265eb.html,Jason Blaha's Off Season Linear Periodization Intermediate Strength Program #1 | Muscle & Strength,https://www.muscleandstrength.com/workouts/jason-blaha-intermediate-strength-program,home / small gym,strength,split,both,intermediate,4
workouts__jen-jewell-summer-countdown__6e8e81050f.html,Summer Countdown Workout: Burn Fat & Build A Bikini Booty,https://www.muscleandstrength.com/workouts/jen-jewell-summer-countdown,home / small gym,fat loss,full body,women,beginner,4
workouts__livin-lean-8-week-workout__323355ebca.html,Livin' Lean: 8 Week Kick-Starter Fat Loss Workout,https://www.muscleandstrength.com/workouts/livin-lean-8-week-workout,fully equipped gym,fat loss,split,both,beginner,4
workouts__massive-bench-press-16-week-block-training__b0607301c7.html,Massive Bench Press 16 Week Block Training Cycle | Muscle & Strength,https://www.muscleandstrength.com/workouts/massive-bench-press-16-week-block-training,home / small gym,strength,split,both,intermediate,4
workouts__matt-kroc-16-week-strength-program-diet__d37404f6fc.html,Matt Kroc's 16 Week Strength Program & Lean Gain Diet Plan | Muscle & Strength,https://www.muscleandstrength.com/workouts/matt-kroc-16-week-strength-program-diet,fully equipped gym,strength,split,both,beginner,4
workouts__maximum-strength-workout.html__f72eba077a.html,Doug's 4 Day Split Maximum Strength Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/maximum-strength-workout.html,fully equipped gym,strength,split,both,intermediate,4
workouts__mission-aesthetics-10-week-fat-loss-workout__7e0a7a9013.html,Mission: Aesthetics - 10 Week Defined & Shredded Workout,https://www.muscleandstrength.com/workouts/mission-aesthetics-10-week-fat-loss-workout,fully equipped gym,fat loss,split,both,intermediate,4
workouts__modified-westside-barbell-strength-workout.html__14fb752852.html,EKnight's Modified Westside Barbell Strength Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/modified-westside-barbell-strength-workout.html,fully equipped gym,strength,split,both,intermediate,4
workouts__morning-workout-muscle-mass__f80ab9dd44.html,Best Morning Workout For Building Muscle Mass,https://www.muscleandstrength.com/workouts/morning-workout-muscle-mass,fully equipped gym,muscle building,full body,both,beginner,4
workouts__muscle-mass-inflation__cc917c89e8.html,Muscle Mass Inflation: 8 Week Muscle Growth Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/muscle-mass-inflation,fully equipped gym,muscle building,split,both,beginner,4
workouts__muscle-rebound-workout__d21c9f6e84.html,"The ""Muscle Rebound"" Workout: 4 Day Strength Split Program",https://www.muscleandstrength.com/workouts/muscle-rebound-workout,fully equipped gym,muscle building,split,both,intermediate,4
workouts__new-year-body-workout-guide-eating-plan__d115f30ee2.html,"New Year, New Body: Quick Start Workout Guide & Eating Plan | Muscle & Strength",https://www.muscleandstrength.com/workouts/new-year-body-workout-guide-eating-plan,home / small gym,muscle building,split,both,beginner,4
workouts__nick-wright-bodybuilding-workout-split__25b9a906d6.html,Nick Wright NWB Power Training Workout Split | Muscle & Strength,https://www.muscleandstrength.com/workouts/nick-wright-bodybuilding-workout-split,fully equipped gym,strength,split,both,intermediate,4
workouts__ovw-workout__5be9d6f5a9.html,The Optimized Volume Workout (O.V.W) Program,https://www.muscleandstrength.com/workouts/ovw-workout,fully equipped gym,muscle building,split,both,beginner,4
workouts__phase-training-pt-2-size-building__f3bb1b072f.html,Phase Training Pt. 2: 5 Week Workout to Build Muscle Size,https://www.muscleandstrength.com/workouts/phase-training-pt-2-size-building,fully equipped gym,muscle building,split,both,beginner,4
workouts__phul-workout__c686df0c63.html,Power Hypertrophy Upper Lower (P.H.U.L.) Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/phul-workout,fully equipped gym,muscle building,split,both,intermediate,4
workouts__power-physique-8-week-program__c4ab697c60.html,8 Week Power Physique Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/power-physique-8-week-program,fully equipped gym,strength,split,both,beginner,4
workouts__powerlifting-workout.html__485a3dc2a0.html,100% Powerlifting Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/powerlifting-workout.html,fully equipped gym,strength,split,both,intermediate,4
workouts__pyramid-volume-training.html__710187821e.html,Pyramid Volume Training | Muscle & Strength,https://www.muscleandstrength.com/workouts/pyramid-volume-training.html,fully equipped gym,muscle building,single muscle group,both,intermediate,4
workouts__recommit-to-fit-2-week-plan__847f351567.html,2-Week Workout Plan to Jumpstart Your Return to the Gym | Muscle & Strength,https://www.muscleandstrength.com/workouts/recommit-to-fit-2-week-plan,fully equipped gym,general fitness,full body,both,beginner,4
workouts__return-to-ripped__258cfb8a7b.html,Return to Ripped: 6 Week Fat Loss Workout Program | Muscle & Strength,https://www.muscleandstrength.com/workouts/return-to-ripped,fully equipped gym,fat loss,split,both,intermediate,4
workouts__scott-herman-german-volume-training-upper-lower-workout__1cb37c6671.html,Scott Herman’s German Volume Training Upper/Lower Workout,https://www.muscleandstrength.com/workouts/scott-herman-german-volume-training-upper-lower-workout,fully equipped gym,muscle building,split,both,advanced,4
workouts__scrutinys-4-day-muscle-building-split.html__3b9f1c32ad.html,Scrutiny's 4 Day Muscle Building Split | Muscle & Strength,https://www.muscleandstrength.com/workouts/scrutinys-4-day-muscle-building-split.html,fully equipped gym,muscle building,split,both,intermediate,4
workouts__sean-sullivans-power-base-workout.html__b632e08764.html,Sean Sullivan's Power Base Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/sean-sullivans-power-base-workout.html,fully equipped gym,muscle building,split,both,intermediate,4
workouts__september-starter-beginner-workout__48821f9931.html,September Starter Workout: 4 Week Beginner Workout Routine,https://www.muscleandstrength.com/workouts/september-starter-beginner-workout,fully equipped gym,muscle building,split,both,beginner,4
workouts__shauns-4-day-muscle-building-split-routine.html__f3da78023e.html,Shaun's 4 Day Muscle Building Split Routine | Muscle & Strength,https://www.muscleandstrength.com/workouts/shauns-4-day-muscle-building-split-routine.html,fully equipped gym,muscle building,split,both,intermediate,4
workouts__shauns-4-day-progressive-overload-split.html__51e96a87f7.html,Shaun's 4 Day Progressive Overload Split | Muscle & Strength,https://www.muscleandstrength.com/workouts/shauns-4-day-progressive-overload-split.html,fully equipped gym,muscle building,split,both,intermediate,4
workouts__shul-workout__62be865b37.html,Modified Strength Hypertrophy Upper Lower (S.H.U.L) Workout,https://www.muscleandstrength.com/workouts/shul-workout,fully equipped gym,muscle building,split,both,intermediate,4
workouts__single-pair-dumbbell-bodyweight-workout__b73419662b.html,4 Day Dumbbell and Bodyweight Fat Loss Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/single-pair-dumbbell-bodyweight-workout,body weight,fat loss,split,both,beginner,4
workouts__start-from-scratch-beginner-workout__2c63e94a89.html,Start from Scratch: 6 Week Complete Beginner Program,https://www.muscleandstrength.com/workouts/start-from-scratch-beginner-workout,fully equipped gym,muscle building,split,both,beginner,4
workouts__steves-density-and-strength-4-day-split.html__6d5fa53a32.html,Density & Strength: 4-Day Powerbuilding Split | Muscle & Strength,https://www.muscleandstrength.com/workouts/steves-density-and-strength-4-day-split.html,fully equipped gym,muscle building,split,both,intermediate,4
workouts__stronger-together-parent-teen-workout__65bbcbd6cd.html,Stronger Together: 8-Week Parent & Teen Workout Program | Muscle & Strength,https://www.muscleandstrength.com/workouts/stronger-together-parent-teen-workout,fully equipped gym,muscle building,split,both,beginner,4
workouts__summer-burn-12-week-fat-melting-workout__1e3ae1a61a.html,Summer Burn: 12 Week Fat Melting Workout,https://www.muscleandstrength.com/workouts/summer-burn-12-week-fat-melting-workout,fully equipped gym,fat loss,split,both,intermediate,4
