filename,title,url,equipment,fitness_goal,workout_type,gender,training_level,days_per_week
workouts__3-introduction-to-bodybuilding-workout.html__e5e8f7e9cb.html,Introduction To Bodybuilding Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/3-introduction-to-bodybuilding-workout.html,fully equipped gym,muscle building,full body,both,beginner,3
workouts__33-the-giant-set-routine-.html__6802a01c6c.html,The Giant Set Routine! | Muscle & Strength,https://www.muscleandstrength.com/workouts/33-the-giant-set-routine-.html,fully equipped gym,muscle building,split,both,advanced,3
workouts__3d-muscle-drop-set-split__cddfd23a02.html,3D Muscle: A 3 Day Drop Set Workout Program,https://www.muscleandstrength.com/workouts/3d-muscle-drop-set-split,fully equipped gym,muscle building,split,both,intermediate,3
workouts__3day-beginners-workout.html__ab604982bd.html,3 Day Muscle Building Workout For Beginners | Muscle & Strength,https://www.muscleandstrength.com/workouts/3day-beginners-workout.html,fully equipped gym,muscle building,split,both,beginner,3
workouts__3day-hardcore-program.html__7470db567d.html,3 Day Hardcore Program | Muscle & Strength,https://www.muscleandstrength.com/workouts/3day-hardcore-program.html,fully equipped gym,muscle building,split,both,intermediate,3
workouts__4-week-beginner-workout-for-women__2dc4c2c724.html,Workout Routine for Women: 4 Week Beginner Plan,https://www.muscleandstrength.com/workouts/4-week-beginner-workout-for-women,fully equipped gym,muscle building,full body,women,beginner,3
workouts__4-week-complete-kettlebell-ab-workout__6be87dfe65.html,4 Week Complete Kettlebell Ab & Core Workout,https://www.muscleandstrength.com/workouts/4-week-complete-kettlebell-ab-workout,home / small gym,general fitness,full body,both,beginner,3
workouts__40-minute-abs-cardio-resistance-workout__a524e0b407.html,"40 Minute Blast - Abs, Cardio And Resistance Workout | Muscle & Strength",https://www.muscleandstrength.com/workouts/40-minute-abs-cardio-resistance-workout,home / small gym,fat loss,full body,both,beginner,3
workouts__45-minute-kettlebell-bodyweight-fat-loss-workout__20acd5e348.html,45-Minute Kettlebell and Bodyweight Workout for Fat Loss | Muscle & Strength,https://www.muscleandstrength.com/workouts/45-minute-kettlebell-bodyweight-fat-loss-workout,home / small gym,fat loss,full body,both,beginner,3
workouts__5-fat-loss-workouts-cory-gregory-musclepharm__33b09d1feb.html,5 Fat Loss Workouts From Cory Gregory & MusclePharm | Muscle & Strength,https://www.muscleandstrength.com/workouts/5-fat-loss-workouts-cory-gregory-musclepharm,fully equipped gym,fat loss,split,both,beginner,3
workouts__5-minute-meltdown__f004ca3438.html,"Power Hour: The ""5 Minute Meltdown"" Pump n' Burn Workout",https://www.muscleandstrength.com/workouts/5-minute-meltdown,fully equipped gym,fat loss,full body,both,beginner,3
workouts__50-rep-fat-loss-hiit-treadmill-kettlebell-workout__cfacb75dfd.html,50 Rep Fat Loss HIIT Treadmill And Kettlebell Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/50-rep-fat-loss-hiit-treadmill-kettlebell-workout,home / small gym,fat loss,full body,both,beginner,3
workouts__5000-rep-arm-specialization-program__d83201b4fc.html,"10 Week Program & 5,000 Rep Arm Specialization Program | Muscle & Strength",https://www.muscleandstrength.com/workouts/5000-rep-arm-specialization-program,fully equipped gym,muscle building,single muscle group,both,intermediate,3
workouts__6-week-bodyweight-only-workout__95f67cf51a.html,Body Blaster: Full Body Fat Loss Workout (No Equipment Necessary) | Muscle & Strength,https://www.muscleandstrength.com/workouts/6-week-bodyweight-only-workout,body weight,fat loss,full body,both,beginner,3
workouts__6-week-extreme-fat-loss-workout__bd5c804d5c.html,Extreme Fat Loss: 6 Week Fat Loss Workout Plan,https://www.muscleandstrength.com/workouts/6-week-extreme-fat-loss-workout,home / small gym,fat loss,full body,both,intermediate,3
workouts__6-week-womens-strength-and-conditioning__5d935bef21.html,6-Week Women’s Full Body Strength and Conditioning Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/6-week-womens-strength-and-conditioning,home / small gym,strength,full body,women,beginner,3
workouts__8-week-beginner-workout-for-women__e6d10d47e9.html,8 Week Beginner Workout for Women,https://www.muscleandstrength.com/workouts/8-week-beginner-workout-for-women,fully equipped gym,muscle building,full body,both,beginner,3
workouts__8-week-fat-loss-program-adults-40__cfd3d9edf5.html,8-Week Fat Loss Program for Adults 40+ | Muscle & Strength,https://www.muscleandstrength.com/workouts/8-week-fat-loss-program-adults-40,fully equipped gym,fat loss,full body,both,beginner,3
workouts__8-week-full-body-womens-workout-routine__191d496b79.html,8 Week Full Body Workout Routine for Women,https://www.muscleandstrength.com/workouts/8-week-full-body-womens-workout-routine,fully equipped gym,muscle building,full body,women,beginner,3
workouts__8-week-hit3-gym-workout__d6ff988d76.html,HIT3 Training: 8 Week Intense Muscle-Building Program | Muscle & Strength,https://www.muscleandstrength.com/workouts/8-week-hit3-gym-workout,fully equipped gym,muscle building,split,both,advanced,3
workouts__8-week-hit3-home-workout__4c52b711ba.html,HIT3 Training at Home: 8 Week Muscle-Building Program | Muscle & Strength,https://www.muscleandstrength.com/workouts/8-week-hit3-home-workout,home / small gym,muscle building,split,both,intermediate,3
workouts__8-week-muscle-building-bodyweight-workout__164e4f2db0.html,8 Week Muscle Building Bodyweight Workout,https://www.muscleandstrength.com/workouts/8-week-muscle-building-bodyweight-workout,home / small gym,muscle building,full body,both,beginner,3
workouts__8-week-novice-quick-start-workout-plan__e8f591226c.html,8 Week Novice Quick Start Workout Plan | Muscle & Strength,https://www.muscleandstrength.com/workouts/8-week-novice-quick-start-workout-plan,fully equipped gym,muscle building,full body,men,beginner,3
workouts__8-week-summer-shred__0306069a03.html,Shredded by Summer: 8 Weeks to Your Best Body Ever,https://www.muscleandstrength.com/workouts/8-week-summer-shred,fully equipped gym,fat loss,split,both,intermediate,3
workouts__9-week-progressive-bodyweight-workout__d345ad8c28.html,9 Week Bodyweight Workout For Strength & Muscle Gains | Muscle & Strength,https://www.muscleandstrength.com/workouts/9-week-progressive-bodyweight-workout,home / small gym,general fitness,full body,both,beginner,3
workouts__backyard-bodyweight-workout__d03ea824a0.html,Backyard Bodyweight Workout For Women: Take It Out Back | Muscle & Strength,https://www.muscleandstrength.com/workouts/backyard-bodyweight-workout,body weight,general fitness,full body,women,beginner,3
workouts__band-barbell-workout__0d9c70f6ff.html,8 Week Barbell and Resistance Band Muscle Building Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/band-barbell-workout,home / small gym,muscle building,split,both,beginner,3
workouts__band-only-muscle-building-workout__68c3acece1.html,Band Only Muscle Building Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/band-only-muscle-building-workout,home / small gym,muscle building,split,both,beginner,3
workouts__beef-up-bench-press-10x3-workout-program__a15bed92c7.html,Beef Up Your Bench Press 10x3 Workout Program | Muscle & Strength,https://www.muscleandstrength.com/workouts/beef-up-bench-press-10x3-workout-program,fully equipped gym,strength,split,men,intermediate,3
workouts__beginner-fullbody-workout.html__52ed3674a9.html,Beginner Full-Body Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/beginner-fullbody-workout.html,fully equipped gym,muscle building,full body,both,beginner,3
workouts__beginner-long-cycle-muscle-strength-building-workout__fb0e074602.html,Long Cycle Beginner Muscle And Strength Building Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/beginner-long-cycle-muscle-strength-building-workout,fully equipped gym,strength,full body,both,beginner,3
workouts__bill-starr-5x5-linear-version-intermediate-lifters.html__72636f980c.html,Bill Starr 5x5 Linear Version For Intermediate Lifters | Muscle & Strength,https://www.muscleandstrength.com/workouts/bill-starr-5x5-linear-version-intermediate-lifters.html,home / small gym,strength,full body,both,intermediate,3
workouts__blue-print-leaner-muscular-body__c2b42a4b49.html,"Your Complete Blue Print For A Leaner, More Muscular Body | Muscle & Strength",https://www.muscleandstrength.com/workouts/blue-print-leaner-muscular-body,home / small gym,muscle building,split,both,beginner,3
workouts__bodyweight-basics-3-day-workout__a2dff5065a.html,Bodyweight Basics: 3 Day Bodyweight Workout Plan,https://www.muscleandstrength.com/workouts/bodyweight-basics-3-day-workout,body weight,general fitness,split,both,beginner,3
workouts__build-muscle-bodyweight-workout-routine-circuit__f7affd987a.html,Build Muscle With This Bodyweight Workout Routine Circuit | Muscle & Strength,https://www.muscleandstrength.com/workouts/build-muscle-bodyweight-workout-routine-circuit,body weight,general fitness,full body,both,beginner,3
workouts__build-own-crossfit-daily-workout__deec919e18.html,Build Your Own Cross Training Daily Workouts | Muscle & Strength,https://www.muscleandstrength.com/workouts/build-own-crossfit-daily-workout,home / small gym,fat loss,full body,both,beginner,3
workouts__bulldozer-training-3-day-workout-split__508d9f6a25.html,Bulldozer Training 3 Day Workout Split | Muscle & Strength,https://www.muscleandstrength.com/workouts/bulldozer-training-3-day-workout-split,fully equipped gym,muscle building,split,men,intermediate,3
workouts__butt-gear-3-day-glute-workout__b2f94f6b51.html,Get Your Butt In Gear: 3 Day Glute Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/butt-gear-3-day-glute-workout,home / small gym,muscle building,single muscle group,both,beginner,3
workouts__calorie-destroyer-12-week-hiit-workout__3f4ef3e6cb.html,The Calorie Destroyer: 12 Week Full Body HIIT Workout and Meal Plan | Muscle & Strength,https://www.muscleandstrength.com/workouts/calorie-destroyer-12-week-hiit-workout,home / small gym,fat loss,full body,both,beginner,3
workouts__cardio-and-weights-workout.html__5798e4a210.html,Cardio And Weights Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/cardio-and-weights-workout.html,home / small gym,fat loss,full body,both,beginner,3
workouts__cardio-conditioning-workouts-fat-burning__d4368bf6f1.html,"Cardio Conditioning Workouts: More Fat Burning, Same Gym Time | Muscle & Strength",https://www.muscleandstrength.com/workouts/cardio-conditioning-workouts-fat-burning,fully equipped gym,fat loss,split,both,intermediate,3
workouts__clear-muscle-challenge__4d9990b098.html,The 12-Week Clear Muscle Challenge Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/clear-muscle-challenge,fully equipped gym,muscle building,full body,men,advanced,3
workouts__conditioning-comeback-8-week-conditioning-workout__eb3f65ea63.html,The Conditioning Comeback: 8 Week Total Body Fitness Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/conditioning-comeback-8-week-conditioning-workout,home / small gym,general fitness,split,both,beginner,3
workouts__core-strength-road-map__c485888fda.html,Core Strength Road Map: 4 Weeks to a Shredded & Strong Core,https://www.muscleandstrength.com/workouts/core-strength-road-map,fully equipped gym,strength,single muscle group,both,beginner,3
workouts__density-giant-set-training-maintain-muscle-fat-loss.html__1f6cf4e455.html,Density Giant Set Training: Maintain Muscle During Fat Loss | Muscle & Strength,https://www.muscleandstrength.com/workouts/density-giant-set-training-maintain-muscle-fat-loss.html,home / small gym,fat loss,split,both,intermediate,3
workouts__dice-cards-bodyweight-conditioning-workout__1208ae867f.html,Dice And Cards Bodyweight And Conditioning Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/dice-cards-bodyweight-conditioning-workout,body weight,general fitness,full body,both,beginner,3
workouts__dumbbell-barbell-home-workout.html__44491ca47f.html,3 Day Dumbbell & Barbell Home Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/dumbbell-barbell-home-workout.html,home / small gym,muscle building,split,both,intermediate,3
workouts__dumbbell-bodyweight-hitt-workout-calorie-burner__94198ce228.html,Dumbbell & Bodyweight HIIT Workout: A Real Calorie Burner | Muscle & Strength,https://www.muscleandstrength.com/workouts/dumbbell-bodyweight-hitt-workout-calorie-burner,home / small gym,fat loss,split,both,beginner,3
workouts__dumbbell-only-home-or-gym-fullbody-workout.html__4e03804504.html,Dumbbell Only Home Or Gym Full Body Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/dumbbell-only-home-or-gym-fullbody-workout.html,home / small gym,muscle building,full body,men,beginner,3
workouts__ex-hardgainer-workout-eating-plan.html__25985f387b.html,The Ex-Hardgainer Workout And Eating Plan | Muscle & Strength,https://www.muscleandstrength.com/workouts/ex-hardgainer-workout-eating-plan.html,home / small gym,muscle building,full body,both,beginner,3
workouts__express-workout-program__8e6844f200.html,The Express Workout Program: Quick Workouts for Quick Results,https://www.muscleandstrength.com/workouts/express-workout-program,fully equipped gym,fat loss,full body,both,intermediate,3
workouts__fast-start-3-day-kettlebell-workout-women__87e0900992.html,Fast Start 3 Day Home Kettlebell Workout For Women | Muscle & Strength,https://www.muscleandstrength.com/workouts/fast-start-3-day-kettlebell-workout-women,home / small gym,general fitness,full body,women,beginner,3
workouts__fight-to-be-fit-workout__0bd6d1f535.html,Fight to be Fit Training Program,https://www.muscleandstrength.com/workouts/fight-to-be-fit-workout,home / small gym,general fitness,full body,both,beginner,3
workouts__francisca-dennis-kickbox-your-way-to-fit__14e00de85b.html,Kickbox Your Way To Fit With Francisca Dennis | Muscle & Strength,https://www.muscleandstrength.com/workouts/francisca-dennis-kickbox-your-way-to-fit,home / small gym,general fitness,full body,women,beginner,3
workouts__frankoman-dumbbell-only-split.html__18cad00902.html,Frankoman's Dumbbell Only Split | Muscle & Strength,https://www.muscleandstrength.com/workouts/frankoman-dumbbell-only-split.html,home / small gym,muscle building,split,both,beginner,3
workouts__frog-plank-roll-ab-workout__12cbbc0eb9.html,"Frog, Plank And Roll Ab Workout | Muscle & Strength",https://www.muscleandstrength.com/workouts/frog-plank-roll-ab-workout,home / small gym,muscle building,split,both,beginner,3
workouts__full-body-kettlebell-circuit-workout__9426a51456.html,Full Body Kettlebell at Home (or Anywhere) Circuit Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/full-body-kettlebell-circuit-workout,home / small gym,general fitness,full body,both,beginner,3
workouts__full-body-shock-workout__c7e7be8fc8.html,Full Body Shock: An Intense Full Body Workout,https://www.muscleandstrength.com/workouts/full-body-shock-workout,fully equipped gym,muscle building,full body,both,intermediate,3
workouts__full-body-smith-machine-workout__2d3fc9cd22.html,3 Day Smith Machine Only Workout for Women | Muscle & Strength,https://www.muscleandstrength.com/workouts/full-body-smith-machine-workout,fully equipped gym,muscle building,full body,women,beginner,3
workouts__full-body-workout-program-for-tall-guys__bb3df565bc.html,Full Body Workout Program for Tall Guys,https://www.muscleandstrength.com/workouts/full-body-workout-program-for-tall-guys,fully equipped gym,muscle building,full body,both,beginner,3
workouts__gain-mass-fast-20-week-program__f421b95a48.html,How To Gain Mass Fast: 20 Week Quick Start Program | Muscle & Strength,https://www.muscleandstrength.com/workouts/gain-mass-fast-20-week-program,fully equipped gym,muscle building,full body,both,beginner,3
workouts__get-ripped-3-day-split__18abb74ad1.html,Get RIPPED: 3 Day Workout Split Plus Cardio Routine,https://www.muscleandstrength.com/workouts/get-ripped-3-day-split,fully equipped gym,fat loss,split,both,intermediate,3
workouts__giant-set-workouts-hypertrophy__d72c4f3376.html,Conquering The Giant: Giant Set Workouts For Hypertrophy & Fat Loss | Muscle & Strength,https://www.muscleandstrength.com/workouts/giant-set-workouts-hypertrophy,home / small gym,muscle building,single muscle group,both,intermediate,3
workouts__hardcore-look-at-jim-wendlers-5-3-1-powerlifting-system.html__19d30d9225.html,A Hardcore Look At Wendler's 5/3/1 Powerlifting Routine | Muscle & Strength,https://www.muscleandstrength.com/workouts/hardcore-look-at-jim-wendlers-5-3-1-powerlifting-system.html,home / small gym,strength,split,both,intermediate,3
workouts__hit-mass-3-day-split__3c09d35394.html,HIT MASS Program: 3 Day High Intensity Training Split,https://www.muscleandstrength.com/workouts/hit-mass-3-day-split,fully equipped gym,muscle building,split,both,beginner,3
workouts__hit-workout-high-intensity-training-routine__f2b9b6d34f.html,HIT Workout - Build Muscle With This High Intensity Training Routine | Muscle & Strength,https://www.muscleandstrength.com/workouts/hit-workout-high-intensity-training-routine,fully equipped gym,muscle building,full body,both,beginner,3
workouts__huge-in-a-hurry-workout-program__7493bace6d.html,Huge in a Hurry Workout Program,https://www.muscleandstrength.com/workouts/huge-in-a-hurry-workout-program,fully equipped gym,muscle building,split,men,intermediate,3
workouts__jason-blaha-ice-cream-fitness-5x5-novice-workout__278860e4fc.html,Jason Blaha's Ice Cream Fitness 5x5 Novice Program,https://www.muscleandstrength.com/workouts/jason-blaha-ice-cream-fitness-5x5-novice-workout,fully equipped gym,strength,full body,both,beginner,3
workouts__kettlebell-cardio-complex-smoke-fat-conditioning__8d7a3531d4.html,Kettlebell Cardio Complex To Smoke Fat And Improve Conditioning | Muscle & Strength,https://www.muscleandstrength.com/workouts/kettlebell-cardio-complex-smoke-fat-conditioning,home / small gym,fat loss,full body,both,beginner,3
workouts__king-calisthenics-workout-lean-muscle__0f1a2e81e9.html,King of Calisthenics Workout: Lean Muscle Without Equipment | Muscle & Strength,https://www.muscleandstrength.com/workouts/king-calisthenics-workout-lean-muscle,body weight,muscle building,full body,both,beginner,3
workouts__machines-only-3-day-split__0e079c7269.html,Machine Only Workout: A 3 Day Workout Split,https://www.muscleandstrength.com/workouts/machines-only-3-day-split,fully equipped gym,muscle building,split,both,beginner,3
workouts__mft-training__3d1b4dc3f7.html,MFT Training: Boost Strength and Build Muscle Faster,https://www.muscleandstrength.com/workouts/mft-training,fully equipped gym,muscle building,full body,both,intermediate,3
workouts__mountain-dog-ppl-workout__315ac84310.html,"Mountain Dog PPL: Push, Pull, Legs Workout Routine w/ John Meadows",https://www.muscleandstrength.com/workouts/mountain-dog-ppl-workout,fully equipped gym,muscle building,split,both,beginner,3
workouts__muscle-strength-full-body-workout-routine__31cf84565d.html,Muscle & Strength Full Body Workout Routine | Muscle & Strength,https://www.muscleandstrength.com/workouts/muscle-strength-full-body-workout-routine,home / small gym,muscle building,full body,both,beginner,3
workouts__myers-glute-workout__74637a0ed3.html,Build the Best Glutes in Your Gym with These 3 Workouts,https://www.muscleandstrength.com/workouts/myers-glute-workout,fully equipped gym,fat loss,split,both,beginner,3
workouts__pause-reps__393797d951.html,Pause Rep Workout Program for Serious Strength Gains,https://www.muscleandstrength.com/workouts/pause-reps,fully equipped gym,muscle building,split,both,beginner,3
workouts__phase-training-pt-1-primer-workout__3dda86c83c.html,Phase Training Pt.1: 5 Week Primer Workout for Muscle Size,https://www.muscleandstrength.com/workouts/phase-training-pt-1-primer-workout,fully equipped gym,muscle building,split,men,beginner,3
workouts__playground-workouts__c4aae1ce4f.html,Playground Workouts: Having Fun While Building the Body You Want,https://www.muscleandstrength.com/workouts/playground-workouts,body weight,fat loss,split,both,beginner,3
workouts__power-8-workout-3-day-split__d5dfa08c82.html,Power 8 Muscle Building Workout – 3 Day Split | Muscle & Strength,https://www.muscleandstrength.com/workouts/power-8-workout-3-day-split,fully equipped gym,muscle building,split,both,intermediate,3
workouts__power-training-workout-for-increased-athletic-performance__75f8d16ba1.html,Power Training Workout for Increased Athletic Performance,https://www.muscleandstrength.com/workouts/power-training-workout-for-increased-athletic-performance,home / small gym,general fitness,full body,both,beginner,3
workouts__punisher-better-body-muscle-building-workout__a41d07a002.html,The Punisher: A Relentless Better Body Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/punisher-better-body-muscle-building-workout,home / small gym,muscle building,full body,both,intermediate,3
workouts__real-results-pull-squat-press-fullbody-workout.html__436592e171.html,"Real Results Pull, Squat, Press Fullbody Workout | Muscle & Strength",https://www.muscleandstrength.com/workouts/real-results-pull-squat-press-fullbody-workout.html,home / small gym,muscle building,full body,both,beginner,3
workouts__reg-park-beginner-workout.html__ff05acb387.html,Reg Park Beginner Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/reg-park-beginner-workout.html,home / small gym,muscle building,full body,both,beginner,3
workouts__rippetoe-wichita-falls-novice-program.html__0161f632fc.html,Rippetoe Wichita Falls Novice Program | Muscle & Strength,https://www.muscleandstrength.com/workouts/rippetoe-wichita-falls-novice-program.html,home / small gym,strength,full body,both,beginner,3
workouts__scrutiny-low-volume-high-intensity-workout-mass-strength.html__3f36894d09.html,Scrutiny's Low Volume High Intensity Workout For Mass And Strength | Muscle & Strength,https://www.muscleandstrength.com/workouts/scrutiny-low-volume-high-intensity-workout-mass-strength.html,fully equipped gym,muscle building,split,both,intermediate,3
workouts__shaun--s-3-day-muscle-building-split.html__67c3574fec.html,Shaun's 3 Day Muscle Building Split Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/shaun--s-3-day-muscle-building-split.html,fully equipped gym,muscle building,split,both,intermediate,3
workouts__spring-fat-melter__834dbbf28b.html,Spring Fat Melter: 6 Week Fat Loss Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/spring-fat-melter,fully equipped gym,fat loss,split,both,beginner,3
workouts__spring-shred-starter-workout__1e132ca819.html,Spring Shred Starter Workout: Full Body Workouts + Cardio,https://www.muscleandstrength.com/workouts/spring-shred-starter-workout,fully equipped gym,fat loss,full body,both,beginner,3
workouts__start-from-scratch-phase-2__1b52263790.html,Phase 2 of the Complete Beginner's Program,https://www.muscleandstrength.com/workouts/start-from-scratch-phase-2,fully equipped gym,muscle building,split,both,beginner,3
workouts__starting-strong-8-week-workout-for-beginners__60c2a965d3.html,Starting Strong: The Ultimate 8 Week Workout for Beginners,https://www.muscleandstrength.com/workouts/starting-strong-8-week-workout-for-beginners,fully equipped gym,muscle building,full body,both,beginner,3
workouts__steve-reeves-inspired-workout__ae276c157f.html,Building the Ideal Body: Steve Reeves Inspired Workout Program,https://www.muscleandstrength.com/workouts/steve-reeves-inspired-workout,home / small gym,muscle building,full body,men,intermediate,3
workouts__strength-bulk-beginner-workout-linear-progression__f5e2cb48d2.html,Strength And Bulk Beginner Workout - Linear Progression | Muscle & Strength,https://www.muscleandstrength.com/workouts/strength-bulk-beginner-workout-linear-progression,home / small gym,strength,full body,men,beginner,3
workouts__swole-factory-athletic-muscle-workout__2ed761773f.html,Swole Factory: 6 Week Athletic Lean Muscle Workout,https://www.muscleandstrength.com/workouts/swole-factory-athletic-muscle-workout,home / small gym,general fitness,full body,both,beginner,3
workouts__tabata-workout-fat-loss__e3004897dd.html,Short on Time? Tabata Workout for Fat Loss,https://www.muscleandstrength.com/workouts/tabata-workout-fat-loss,home / small gym,fat loss,full body,women,beginner,3
workouts__the-bear-barbell-complex.html__bd73d4f67d.html,The Bear Barbell Complex | Muscle & Strength,https://www.muscleandstrength.com/workouts/the-bear-barbell-complex.html,home / small gym,general fitness,full body,both,intermediate,3
