filename,title,url,equipment,fitness_goal,workout_type,gender,training_level,days_per_week
workouts__5-day-supersets-timed-set-workout__c424e70deb.html,5 Day Superset & Timed Set Muscle Building Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/5-day-supersets-timed-set-workout,fully equipped gym,muscle building,split,both,intermediate,5
workouts__5-day-womens-dumbbell-only-workout__2970e1a7c4.html,5 Day Women’s Dumbbell Only Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/5-day-womens-dumbbell-only-workout,home / small gym,muscle building,split,women,beginner,5
workouts__5-day-workout-routine-for-women__959ae80c65.html,Workout Routine for Women: 5 Day Sample Women's Workout,https://www.muscleandstrength.com/workouts/5-day-workout-routine-for-women,fully equipped gym,muscle building,split,women,intermediate,5
workouts__5-week-full-body-kettlebell-workout__2b33b33491.html,5 Week Full Body Kettlebell Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/5-week-full-body-kettlebell-workout,home / small gym,fat loss,full body,both,beginner,5
workouts__6-week-lean-bulk__55094a144a.html,6-Week Lean Bulk Workout Program for Women | Muscle & Strength,https://www.muscleandstrength.com/workouts/6-week-lean-bulk,fully equipped gym,muscle building,split,women,beginner,5
workouts__8-week-body-fat-demolition-workout__cac7404b34.html,Body Fat Demolition: 8 Week Workout to Destroy Body Fat,https://www.muscleandstrength.com/workouts/8-week-body-fat-demolition-workout,fully equipped gym,fat loss,split,both,intermediate,5
workouts__8-week-fat-incinerator-workout__bb250e4d7d.html,The Fat Incinerator: 8 Week Fat Burning Workout,https://www.muscleandstrength.com/workouts/8-week-fat-incinerator-workout,fully equipped gym,fat loss,split,both,intermediate,5
workouts__8-week-plateau-busting-pyramid-workout__8fb0783865.html,8 Week Plateau Busting Pyramid Workout Program,https://www.muscleandstrength.com/workouts/8-week-plateau-busting-pyramid-workout,fully equipped gym,muscle building,split,men,advanced,5
workouts__8-week-spring-shred-program__1f9ac8a46e.html,Spring Shred: 8 Week Fat Loss Workout Plan,https://www.muscleandstrength.com/workouts/8-week-spring-shred-program,fully equipped gym,fat loss,split,both,advanced,5
workouts__8-week-super-strength-workout__6ef10ea81e.html,Super Strength: 8 Week Strength Building Workout for Beginners | Muscle & Strength,https://www.muscleandstrength.com/workouts/8-week-super-strength-workout,fully equipped gym,strength,split,both,beginner,5
workouts__advanced-bodybuilder-workout.html__d9d6ec5e03.html,Advanced Bodybuilder Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/advanced-bodybuilder-workout.html,fully equipped gym,muscle building,split,both,advanced,5
workouts__amrap-bodybuilding-workout-for-mass__a59f3e5825.html,The AMRAP Bodybuilding Workout for Muscle Mass,https://www.muscleandstrength.com/workouts/amrap-bodybuilding-workout-for-mass,fully equipped gym,muscle building,split,men,advanced,5
workouts__big-and-strong-advanced-program__bd0af30848.html,Big and Strong: 8 Week Advanced Strength Building Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/big-and-strong-advanced-program,fully equipped gym,strength,split,both,advanced,5
workouts__body-fat-blaster-8-week-workout__7a37fbc83c.html,The Body Fat Blaster: 8 Weeks to a Ripped Physique,https://www.muscleandstrength.com/workouts/body-fat-blaster-8-week-workout,fully equipped gym,fat loss,split,both,intermediate,5
workouts__branch-warren-olympia-workout-diet-plan__6a229ab326.html,Branch Warren's Pre Olympia Workout & Sample Diet Plan | Muscle & Strength,https://www.muscleandstrength.com/workouts/branch-warren-olympia-workout-diet-plan,fully equipped gym,muscle building,split,men,advanced,5
workouts__build-wider-back__f8d615df55.html,2 Best Exercises For Building a Wide Back (Workout Included),https://www.muscleandstrength.com/workouts/build-wider-back,fully equipped gym,muscle building,split,both,beginner,5
workouts__building-the-beginner__682769cd73.html,Building The Beginner: Foundation for Muscle & Strength,https://www.muscleandstrength.com/workouts/building-the-beginner,fully equipped gym,muscle building,split,both,beginner,5
workouts__chadwick-boseman-workout-program__084c170bf1.html,Chadwick Boseman Inspired Workout: Train Like Black Panther,https://www.muscleandstrength.com/workouts/chadwick-boseman-workout-program,home / small gym,fat loss,full body,men,intermediate,5
workouts__charles-glass-beginners-essentials-bodybuilding-workout__30b528f667.html,Charles Glass's Beginner's Essentials Bodybuilding Workout,https://www.muscleandstrength.com/workouts/charles-glass-beginners-essentials-bodybuilding-workout,fully equipped gym,fat loss,split,both,beginner,5
workouts__combat-your-weakness-program__b32982e20f.html,Combat Your Weakness Workout Program For Muscle And Strength Gains,https://www.muscleandstrength.com/workouts/combat-your-weakness-program,fully equipped gym,muscle building,full body,both,intermediate,5
workouts__cut-like-cutler-cycle-1__ab9f9ba409.html,Cut Like Cutler Trainer - Cycle 1 Workouts,https://www.muscleandstrength.com/workouts/cut-like-cutler-cycle-1,fully equipped gym,muscle building,split,both,beginner,5
workouts__deadlift-specialization-program__6b0ca6f473.html,5-Day Deadlift Workout Program for Max Strength | Muscle & Strength,https://www.muscleandstrength.com/workouts/deadlift-specialization-program,fully equipped gym,strength,split,both,intermediate,5
workouts__double-split-muscle-building-specialization-workout__e8a2e56030.html,Double Split Training: 3 Month Muscle Building Specialization Program | Muscle & Strength,https://www.muscleandstrength.com/workouts/double-split-muscle-building-specialization-workout,fully equipped gym,muscle building,split,both,intermediate,5
workouts__dumbbell-barbell-mass-workout.html__4330bb3974.html,Dumbbell & Barbell Mass Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/dumbbell-barbell-mass-workout.html,home / small gym,muscle building,split,both,intermediate,5
workouts__dumbbell-only-bench-press-workout__fd95d0f472.html,Dumbbell Only Workout: Increase Your Bench Press in 8 Weeks | Muscle & Strength,https://www.muscleandstrength.com/workouts/dumbbell-only-bench-press-workout,home / small gym,muscle building,split,both,beginner,5
workouts__fat-loss-inferno-5-day-workout__1b511da3e0.html,Fat Loss Inferno: 5 Day Workout to Get Ripped,https://www.muscleandstrength.com/workouts/fat-loss-inferno-5-day-workout,fully equipped gym,fat loss,split,both,intermediate,5
workouts__hit-mass-4-5-day-splits__219bc68f78.html,HIT MASS: 4 & 5 Day High Intensity Training Splits,https://www.muscleandstrength.com/workouts/hit-mass-4-5-day-splits,fully equipped gym,muscle building,split,both,intermediate,5
workouts__how-to-build-dramatic-v-taper__bab2a683d5.html,"How to Develop a Dramatic V Taper: Tips, Tricks, and Results",https://www.muscleandstrength.com/workouts/how-to-build-dramatic-v-taper,fully equipped gym,muscle building,split,both,beginner,5
workouts__intermediate-muscle-building-workout.html__b169d3bbb8.html,Intermediate Muscle Building Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/intermediate-muscle-building-workout.html,fully equipped gym,muscle building,split,both,intermediate,5
workouts__joe-ohrablo-non-linear-periodization.html__3d9281fc7f.html,Joe Ohrablo's Non-Linear Periodization | Muscle & Strength,https://www.muscleandstrength.com/workouts/joe-ohrablo-non-linear-periodization.html,fully equipped gym,muscle building,split,both,intermediate,5
workouts__limited-equipment-home-workout__db8a7c4a4b.html,5 Day Minimal Equipment Home Workout Routine | Muscle & Strength,https://www.muscleandstrength.com/workouts/limited-equipment-home-workout,home / small gym,fat loss,split,both,beginner,5
workouts__m-f-workout-routine__bfeba33fa9.html,M-F Workout Routine: 5 Day Body Part Split Workout,https://www.muscleandstrength.com/workouts/m-f-workout-routine,fully equipped gym,muscle building,split,both,intermediate,5
workouts__maul-workout__9de6468247.html,Max Adaptation Upper Lower (MAUL) Workout,https://www.muscleandstrength.com/workouts/maul-workout,fully equipped gym,muscle building,split,both,beginner,5
workouts__muscle-and-strength-womens-workout__d90ef26422.html,Muscle & Strength’s Women's Trainer: 12 Week Women’s Workout Program,https://www.muscleandstrength.com/workouts/muscle-and-strength-womens-workout,fully equipped gym,fat loss,split,women,beginner,5
workouts__no-excuses-hardcore-bodyweight-dumbbell-training__5570e905e9.html,"3 ""No Excuses"" Hardcore Limited Equipment Workouts | Muscle & Strength",https://www.muscleandstrength.com/workouts/no-excuses-hardcore-bodyweight-dumbbell-training,home / small gym,muscle building,split,both,beginner,5
workouts__off-season-bodybuilding-workout-to-build-muscle__a2b10756f8.html,Off-Season Bodybuilding Workout to Build Muscle,https://www.muscleandstrength.com/workouts/off-season-bodybuilding-workout-to-build-muscle,fully equipped gym,muscle building,split,both,advanced,5
workouts__phd-4-rj-perkins-power-hyper-deload-training.html__c73f8bb2fd.html,PHD 4 - RJ Perkin's Power Hyper Deload Training | Muscle & Strength,https://www.muscleandstrength.com/workouts/phd-4-rj-perkins-power-hyper-deload-training.html,fully equipped gym,muscle building,single muscle group,both,intermediate,5
workouts__power-muscle-burn-5-day-powerbuilding-split.html__dc3563a9cf.html,Power Muscle Burn 5 Day Powerbuilding Split | Muscle & Strength,https://www.muscleandstrength.com/workouts/power-muscle-burn-5-day-powerbuilding-split.html,fully equipped gym,muscle building,split,men,intermediate,5
workouts__project-wheels-hybrid-program-for-leg-size-strength__768b9ee2ab.html,Project WHEELS: The Ultimate Hybrid Program for Leg Size and Strength | Muscle & Strength,https://www.muscleandstrength.com/workouts/project-wheels-hybrid-program-for-leg-size-strength,fully equipped gym,muscle building,single muscle group,both,intermediate,5
workouts__ripped-freak-training-program__f51001412f.html,The Ripped Freak Training Program | Muscle & Strength,https://www.muscleandstrength.com/workouts/ripped-freak-training-program,fully equipped gym,muscle building,full body,both,intermediate,5
workouts__sean-sullivans-back-specialization-workout.html__4bfb9b23a5.html,Sean Sullivan's Back Specialization Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/sean-sullivans-back-specialization-workout.html,fully equipped gym,muscle building,split,both,intermediate,5
workouts__shauns-30-minute-workout-split.html__12ca725b51.html,Shaun's 30 Minute Workout Split Routine | Muscle & Strength,https://www.muscleandstrength.com/workouts/shauns-30-minute-workout-split.html,fully equipped gym,muscle building,split,both,intermediate,5
workouts__spring-cleaning-12-weeks-to-shredded__029b30cf7b.html,Spring cLEANing: 12 Weeks to Shredded!,https://www.muscleandstrength.com/workouts/spring-cleaning-12-weeks-to-shredded,fully equipped gym,fat loss,split,men,intermediate,5
workouts__steve-kuclo-mass-building-workout__96a65646a0.html,Steve Kuclo Mass Building Inspired Workout Split,https://www.muscleandstrength.com/workouts/steve-kuclo-mass-building-workout,fully equipped gym,muscle building,split,men,advanced,5
workouts__summer-shape-up-womens-gym-workout__fbe9efdb27.html,Summer Shape Up: Women's 6 Week Fat-Burning Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/summer-shape-up-womens-gym-workout,fully equipped gym,fat loss,split,women,beginner,5
workouts__summer-shape-up-womens-home-workout__5b349bf599.html,Summer Shape Up at Home: Women's 6 Week Fat-Burning Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/summer-shape-up-womens-home-workout,home / small gym,fat loss,split,women,beginner,5
workouts__swolevember-bulkers-dream-workout__b4d8cc8e1a.html,SWOLEvember: 4 Week Bulker's Dream Workout,https://www.muscleandstrength.com/workouts/swolevember-bulkers-dream-workout,fully equipped gym,muscle building,split,both,intermediate,5
workouts__tailgates-and-touchdowns-workout__623ca6b069.html,The Super Fan Workout: Look Like a Pro in Your Jersey,https://www.muscleandstrength.com/workouts/tailgates-and-touchdowns-workout,fully equipped gym,muscle building,split,both,intermediate,5
workouts__the-super-toning-training-routine.html__57f3da9c17.html,The Super Toning Training Routine | Muscle & Strength,https://www.muscleandstrength.com/workouts/the-super-toning-training-routine.html,fully equipped gym,muscle building,split,both,intermediate,5
workouts__the-ultimate-bro-split__017d77136b.html,The Ultimate Bro Split: 12 Weeks to MASS,https://www.muscleandstrength.com/workouts/the-ultimate-bro-split,fully equipped gym,muscle building,split,both,intermediate,5
workouts__warrior-elite-workout-program__010e8913f3.html,The Warrior Elite Workout Program,https://www.muscleandstrength.com/workouts/warrior-elite-workout-program,fully equipped gym,muscle building,split,both,advanced,5
workouts__workout-program-for-tall-guys__1fce6d218b.html,Muscle Building Workout Program for Tall Guys and Gals,https://www.muscleandstrength.com/workouts/workout-program-for-tall-guys,fully equipped gym,muscle building,split,both,intermediate,5
